HuMAP3_ID,ComplexConfidence,Uniprot_ACCs,genenames
huMAP3_14505.1,6,Q13426 Q5TF58 P49917 Q7Z2E3,XRCC4 IFFO2 LIG4 APTX
huMAP3_14506.1,6,Q9Y4E5 Q02880 Q8N2W9,ZNF451 TOP2B PIAS4
huMAP3_14507.1,6,Q96MM6 O00418 Q9BYT3,HSPA12B EEF2K STK33
huMAP3_14508.1,6,Q9HB71 Q5VWJ9 O95219 Q9BV79 Q9UNH6,CACYBP SNX30 SNX4 MECR SNX7
huMAP3_14509.1,6,Q9BTP7 A8MT69 Q8N2Z9 O43745,FAAP24 CENPX CENPS CHP2
huMAP3_14510.1,6,O60664 Q8WXD2 Q8WZA9,PLIN3 SCG3 IRGQ
huMAP3_14511.1,6,Q6DCA0 P53609 Q9NQ87,AMMECR1L PGGT1B HEYL
huMAP3_14512.1,6,P78382 P42574 Q6PF18 P98170,SLC35A1 CASP3 MORN3 XIAP
huMAP3_14513.1,6,Q8WUG5 Q9H1Z9 Q86WI0 Q8N584,SLC22A17 TSPAN10 LHFPL1 TTC39C
huMAP3_14514.1,6,Q96DC8 P52735 P98077,ECHDC3 VAV2 SHC2
huMAP3_14515.1,6,O75807 P19622,PPP1R15A EN2
huMAP3_14516.1,6,Q9UBS0 Q8TCF1 Q8TAP6 Q9P2G4 Q9UQQ2 Q5TD97,RPS6KB2 ZFAND1 CEP76 MAP10 SH2B3 FHL5
huMAP3_14517.1,6,O14602 P47813 P53999,EIF1AY EIF1AX SUB1
huMAP3_14518.1,6,Q9H0M4 Q9NZV7,ZCWPW1 ZIM2
huMAP3_14519.1,6,Q8TCT1 Q9HAU8 Q03154 Q9UBT3,PHOSPHO1 RNPEPL1 ACY1 DKK4
huMAP3_14520.1,6,P78358 Q9H1M0 Q7Z3B4 O43151,CTAG1A;CTAG1B NUP62CL NUP54 TET3
huMAP3_14521.1,6,Q9XRX5 A9UHW6 Q9NUU7 Q9UHL0 O43310,ANKRD13C-DT MIF4GD DDX19A DDX25 CTIF
huMAP3_14522.1,6,Q9H6Y5 Q86XP1,MAGIX DGKH
huMAP3_14523.1,6,P22626 Q32P51 Q9BUJ2 Q9UH17 O14979 P09651 P31942 P31943 P51991 P55795 Q07666 Q13151 Q99729 P52597 P61978 Q14103 Q6NSX1 Q8IXT5 Q8NEY8 Q96E39 P49750 Q14151 Q14296 Q92804 Q96PK6 Q99873 Q9HCD5 Q9NR22 P78332 P98179 Q15424 Q9NWH9 P35637,HNRNPA2B1 HNRNPA1L2 HNRNPUL1 APOBEC3B HNRNPDL HNRNPA1 HNRNPH3 HNRNPH1 HNRNPA3 HNRNPH2 KHDRBS1 HNRNPA0 HNRNPAB HNRNPF HNRNPK HNRNPD CCDC70 RBM12B PPHLN1 RBMXL1 YLPM1 SAFB2 FASTK TAF15 RBM14 PRMT1 NCOA5 PRMT8 RBM6 RBM3 SAFB SLTM FUS
huMAP3_14524.1,6,Q86VD7 O95155 Q15622 Q5TZ20 Q6ZQY3 Q96S82,SLC25A42 UBE4B OR7A5 OR2G6 GADL1 UBL7
huMAP3_14525.1,6,Q49AR2 O60393 P40189 Q13461 Q6UWI2 P13725,C5orf22 NOBOX IL6ST FOXE3 PARM1 OSM
huMAP3_14526.1,6,Q5JRM2 Q9ULJ7 Q96GR2,CXorf66 ANKRD50 ACSBG1
huMAP3_14527.1,6,Q13106 Q2TAL5 Q5JU00,ZNF154 SMTNL2 TCTE1
huMAP3_14528.1,6,O94844 P0C7V8 Q53RE8 Q9BYZ6 O94889 Q15048 Q6TFL4 Q7Z5Y7 Q8TEB1 Q92624 Q96EF6 Q9BQ90 Q9BSF8 Q9H9Q2 Q9NXF7 Q9P2K6 Q9P2N7 Q9UBW8 A1KZ92 O95704 P01258 P61201 Q13216 Q13619 Q13620 Q15843 Q58WW2 Q6RI45 Q7L5N1 Q8WV16 Q8WXC6 Q92905 Q96JP0 Q99627 Q9BT78 Q9BX70 Q9H0C5 Q9UK73 Q9UNS2 P62877 Q13098 Q13617 Q13618 Q16531 Q92466 Q96L50 Q96SW2 Q9BW61 Q9NZJ0,RHOBTB1 DCAF8L2 ANKRD39 RHOBTB2 KLHL18 LRRC14 KLHL24 KCTD20 DCAF11 APPBP2 FBXO17 KLHDC3 BTBD10 COPS7B DCAF16 KLHL42 KLHL13 COPS7A PXDNL APBB3 CALCA COPS2 ERCC8 CUL4A CUL4B NEDD8 DCAF6 BRWD3 COPS6 DCAF4 COPS9 COPS5 FEM1C COPS8 COPS4 BTBD2 BTBD1 FEM1B COPS3 RBX1 GPS1 CUL2 CUL3 DDB1 DDB2 LRR1 CRBN DDA1 DTL
huMAP3_14529.1,6,Q96B01 Q86X45 O60346 Q6ZVD8 O75317 P62068 Q8TAF3 Q8TBZ3 P58304 Q09019,RAD51AP1 DNAAF11 PHLPP1 PHLPP2 USP12 USP46 WDR48 WDR20 VSX2 DMWD
huMAP3_14530.1,6,Q5VU57 Q6NUM6 O15455,AGBL4 TYW1B TLR3
huMAP3_14531.1,6,Q96LK0 Q9H0C8,CEP19 ILKAP
huMAP3_14532.1,6,P22532 Q13797 P03973,SPRR2D ITGA9 SLPI
huMAP3_14533.1,6,Q8IWP9 Q2LD37 Q15257,CCDC28A BLTP1 PTPA
huMAP3_14534.1,6,O75954 Q96T52 Q9NVM1 Q9ULX7,TSPAN9 IMMP2L EVA1B CA14
huMAP3_14535.1,6,Q17RY0 Q7Z5Q1 P02100 P69891,CPEB4 CPEB2 HBE1 HBG1
huMAP3_14536.1,6,Q8NEP7 Q9H0H3 P53396,KLHDC9 KLHL25 ACLY
huMAP3_14537.1,6,O60235 P06731 Q86VR7 Q6UXB2 P00326 P02808 P80303 Q5K651 Q9BW30 Q9H2S5 Q9NZC2 Q9P0G3 Q9UKR3 O00748 O95994 P08571 P15941 P21217 P22352 P27487 Q6XPR3 Q6ZN66 Q9BW04 P08493,TMPRSS11D CEACAM5 VSIG10L CXCL17 ADH1C STATH NUCB2 SAMD9 TPPP3 RNF39 TREM2 KLK14 KLK13 CES2 AGR2 CD14 MUC1 FUT3 GPX3 DPP4 RPTN GBP6 SARG MGP
huMAP3_14538.1,6,Q8WZ71 Q05586,TMEM158 GRIN1
huMAP3_14539.1,6,P10153 P34096 Q9UDV7 O00571 P09630 P17482 P17483 P31267 Q00056 P13489 P03950,RNASE2 RNASE4 ZNF282 DDX3X HOXC6 HOXB9 HOXB4 HOXA6 HOXA4 RNH1 ANG
huMAP3_14540.1,6,Q496F6 P78330,CD300E PSPH
huMAP3_14541.1,6,Q15011 Q53HI1 Q86TM6 Q9NS67,HERPUD1 UNC50 SYVN1 GPR27
huMAP3_14542.1,6,A0A1B0GTN4 Q9Y2H0 Q15700 Q92796,DLGAP2 DLGAP4 DLG2 DLG3
huMAP3_14543.1,6,Q14500 Q9NPA1 Q7Z695,KCNJ12 KCNMB3 ADCK2
huMAP3_14544.1,6,Q12908 O96005 P31213 Q9Y6N7 Q2M2E3,SLC10A2 CLPTM1 SRD5A2 ROBO1 ODF4
huMAP3_14545.1,6,Q9Y6D0 P49447 Q9NWL6 P18433,SELENOK CYB561 ASNSD1 PTPRA
huMAP3_14546.1,6,Q14973 O15304 Q15004 P12004,SLC10A1 SIVA1 PCLAF PCNA
huMAP3_14547.1,6,Q69YU5 O95140,UQCC6 MFN2
huMAP3_14548.1,6,O14977 P11926 P54368 Q9UMX2 Q15493,AZIN1 ODC1 OAZ1 OAZ3 RGN
huMAP3_14549.1,6,Q6GMV3 P00813 P34949,PTRHD1 ADA MPI
huMAP3_14550.1,6,A4D2B0 Q8TC41 Q75WM6,MBLAC1 RNF217 H1-7
huMAP3_14551.1,6,Q9H0H3 O14682 P53396,KLHL25 ENC1 ACLY
huMAP3_14552.1,6,Q9H159 Q9H9B4 Q9NVV9,CDH19 SFXN1 THAP1
huMAP3_14553.1,6,Q86UY8 Q8NEP7 Q9H857,NT5DC3 KLHDC9 NT5DC2
huMAP3_14554.1,6,Q9BRL7 P35557 P52790,SEC22C GCK HK3
huMAP3_14555.1,6,Q8IZ21 P09914,PHACTR4 IFIT1
huMAP3_14556.1,6,Q9HB55 P08684 P20815 P11678 P17213,CYP3A43 CYP3A4 CYP3A5 EPX BPI
huMAP3_14557.1,6,B2RNG4 Q9C035,TRIM6-TRIM34 TRIM5
huMAP3_14558.1,6,Q9H3K6 Q6FI81 Q8TAP9 O76003 O76081 P49795 Q9UHB4 Q9Y3E2 Q9UHQ1,BOLA2;BOLA2B CIAPIN1 MPLKIP GLRX3 RGS20 RGS19 NDOR1 BOLA1 NARF
huMAP3_14559.1,6,Q6ZU52 Q9NRR8 Q14444 Q86XN7 Q96CT7 Q9BVC5 Q9UI30 O00178 P48634 Q14157 Q52LJ0 Q6Y7W6 Q7Z739 Q86UK7 Q86XU0 Q8IWR0 Q8NC51 Q8NCA5 Q8WU90 O43709 O60841 O75531 Q12894 Q13283 Q13442 Q14694 Q56NI9 Q5JVS0 Q8NHP1 Q8WXF1 Q92794 Q96EY4 Q9UN86 Q9UQ80 Q9Y224 O60524 P23246 Q15233 Q86UE4 Q92499 Q92979 Q9H089 Q9NQS1 Q9Y295 Q9Y3I0 P29372 P35659,KIAA0408 CDC42SE1 CAPRIN1 PROSER1 CCDC124 C2orf49 TRMT112 GTPBP1 PRRC2A UBAP2L FAM98B GIGYF2 YTHDF3 ZNF598 ZNF677 ZC3H7A SERBP1 FAM98A ZC3H15 BUD23 EIF5B BANF1 IFRD2 G3BP1 PDAP1 USP10 ESCO2 HABP4 AKR7L PSPC1 KAT6A TMA16 G3BP2 PA2G4 RTRAF NEMF SFPQ NONO MTDH DDX1 EMG1 LSG1 AVEN DRG1 RTCB MPG DEK
huMAP3_14560.1,6,O14548 P00156 P12074 P14406 P14415 P31930 Q9H7Z7 O14841 O14949 P09669 P14927 P20674 Q9Y646,COX7A2L MT-CYB COX6A1 COX7A2 ATP1B2 UQCRC1 PTGES2 OPLAH UQCRQ COX6C UQCRB COX5A CPQ
huMAP3_14561.1,6,Q9GZU8 O94983,PSME3IP1 CAMTA2
huMAP3_14562.1,6,Q9H7P9 Q16854 O15083 P27707,PLEKHG2 DGUOK ERC2 DCK
huMAP3_14563.1,6,Q16385 Q7RTT5 Q8N2H4 Q99909,SSX2;SSX2B SSX7 SYS1 SSX3
huMAP3_14564.1,6,A6NER0 P52738 Q6ZSB9 Q9NWH7 Q9BRX9 Q9H426,TBC1D3F ZNF140 ZBTB49 SPATA6 WDR83 RIMS4
huMAP3_14565.1,6,Q9H773 O75962 Q9NZK5,DCTPP1 TRIO ADA2
huMAP3_14566.1,6,Q9P273 Q9HCL2 P10909,TENM3 GPAM CLU
huMAP3_14567.1,6,P28370 P43357 P43360 Q9UGU5 Q8IXM2 P01583 Q12830 P47874,SMARCA1 MAGEA3 MAGEA6 HMGXB4 BAP18 IL1A BPTF OMP
huMAP3_14568.1,6,O14514 Q9BRQ3,ADGRB1 NUDT22
huMAP3_14569.1,6,O43809 Q92945 Q96AE4 Q96I24 Q8WXH2,NUDT21 KHSRP FUBP1 FUBP3 JPH3
huMAP3_14570.1,6,Q8TDN1 Q92953 Q9BQ31,KCNG4 KCNB2 KCNS3
huMAP3_14571.1,6,Q8WWQ8 Q9BSE5 Q9Y548,STAB2 AGMAT YIPF1
huMAP3_14572.1,6,Q9BRP7 Q5EG05 Q5GLZ8 Q5FYA8,FDXACB1 CARD16 HERC4 ARSH
huMAP3_14573.1,6,P23490 O43309 Q86UG4 P31944 Q3ZCW2 Q6UX39,LORICRIN ZSCAN12 SLCO6A1 CASP14 LGALSL AMTN
huMAP3_14574.1,6,Q969S8 O75129 P07919 P21860,HDAC10 ASTN2 UQCRH ERBB3
huMAP3_14575.1,6,Q96DR7 Q2KJY2 Q6H8Q1 Q8IY63 Q9Y2J4 O14910 P28347 Q02410 Q13425 Q15561 Q15562 Q5TGL8 Q6PII5 Q8N3R9 Q9GZV5 Q9HAP6 Q9NUP9 Q9NZW5 O14936 O75970 P46937 P78352 Q12959 Q13368 Q14168 Q4VCS5 Q5T2T1 Q8NI35 Q9BUF7 O14618 P35240,ARHGEF26 KIF26B ABLIM2 AMOTL1 AMOTL2 LIN7A TEAD1 APBA1 SNTB2 TEAD4 TEAD2 PXDC1 HAGHL PALS1 WWTR1 LIN7B LIN7C PALS2 CASK MPDZ YAP1 DLG4 DLG1 MPP3 MPP2 AMOT MPP7 PATJ CRB3 CCS NF2
huMAP3_14576.1,6,Q8WW01 P59190 Q9P203,TSEN15 RAB15 BTBD7
huMAP3_14577.1,6,Q9BXI9 Q9BXJ5 Q7Z7E8 O14526 P30679 Q8TDJ6 Q96KS0 Q99973 Q9H6R7,C1QTNF6 C1QTNF2 UBE2Q1 FCHO1 GNA15 DMXL2 EGLN2 TEP1 WDCP
huMAP3_14578.1,6,Q8N8K9 Q8IV45 Q8TD16 P49757 Q9NS64,KIAA1958 UNC5CL BICD2 NUMB RPRM
huMAP3_14579.1,6,Q96K31 Q9H0M4 O94804 Q9NZV7 Q9H2G2,C8orf76 ZCWPW1 STK10 ZIM2 SLK
huMAP3_14580.1,6,O14548 P47985 Q6QAJ8 P00156 P12074 P13073 P14406 P14415 P14854 P31930 Q9H7Z7 O14841 O14949 P09669 P10606 P14927 P20674 Q5U5X0 Q96PB1 Q9UPC5 O43561 P13051 Q9Y646,COX7A2L UQCRFS1 TMEM220 MT-CYB COX6A1 COX4I1 COX7A2 ATP1B2 COX6B1 UQCRC1 PTGES2 OPLAH UQCRQ COX6C COX5B UQCRB COX5A LYRM7 CASD1 GPR34 LAT UNG CPQ
huMAP3_14581.1,6,Q9UPQ4 O75925,TRIM35 PIAS1
huMAP3_14582.1,6,Q5T1J5 Q8NDY6 O75596,CHCHD2P9 BHLHE23 CLEC3A
huMAP3_14583.1,6,Q8WW59 Q96NU1 Q7Z3H4 A2RU54,SPRYD4 SAMD11 SAMD7 HMX2
huMAP3_14584.1,6,Q3SY46 A1L4L8 Q3SXM0 Q86YJ5 Q8IV35 Q8IXV7 Q8IYD2 Q8N4U5 Q96MX6 A6NCF5 A6NHL2 O14530 P68363 Q5T6F0 Q6PEY2 Q9H019 Q9HBA9 Q9NQW1 Q9NV06 O00743 O14737 O15212 O60925 P23258 P40227 P57775 P78318 Q05048 Q13237 Q15131 Q3SXZ7 Q5XUX1 Q6PCD5 Q86TI4 Q8N3Y1 Q8NHV4 Q92526 Q92766 Q96JK2 Q99471 Q9BQS8 Q9BVC4 Q9H2J4 Q9HBD1 Q9NQP4 Q9UHV9 Q9UJT1 O00628 P17987 P48643 P49368 P50990 P50991 P61758 P78371 Q13371 Q8NES3 Q92466 Q99832 Q9BTY7 Q9NZJ0,KRTAP13-3 PLAC8L1 DCAF4L1 MARCHF9 CFAP337 KLHDC8B KLHDC8A TCP11L2 DNAAF10 KLHL33 TUBAL3 TXNDC9 TUBA1B DCAF12 TUBA3E MTFR1L FOLH1B SEC31B DCAF13 PPP6C PDCD5 PFDN6 PFDN1 TUBG1 CCT6A FBXW4 IGBP1 CSTF1 PRKG2 CDK10 TTLL9 FBXW9 RFWD3 WDR86 FBXW8 NEDD1 CCT6B RREB1 DCAF5 PFDN5 FYCO1 MLST8 PDCL3 RC3H2 PFDN4 PFDN2 TUBD1 PEX7 TCP1 CCT5 CCT3 CCT8 CCT4 VBP1 CCT2 PDCL LFNG DDB2 CCT7 HGH1 DTL
huMAP3_14585.1,6,Q9HB55 P08684 P20815,CYP3A43 CYP3A4 CYP3A5
huMAP3_14586.1,6,P24522 Q9Y4X0 Q53GA4 Q7Z6J9 Q8WW01 Q9BSV6 Q9C091 O43543 O94913 P56559 Q8NCE0 Q9P203 Q92989,GADD45A AMMECR1 PHLDA2 TSEN54 TSEN15 TSEN34 GREB1L XRCC2 PCF11 ARL4C TSEN2 BTBD7 CLP1
huMAP3_14587.1,6,O95405 Q9H3S1 O15198 P84022 Q15796 Q15797 Q9Y2U8 O60353 O60861 P21399,ZFYVE9 SEMA4A SMAD9 SMAD3 SMAD2 SMAD1 LEMD3 FZD6 GAS7 ACO1
huMAP3_14588.1,6,O43657 P58658 Q9UMY4,TSPAN6 EVA1C SNX12
huMAP3_14589.1,6,Q9H488 P07686 Q9UMX5,POFUT1 HEXB NENF
huMAP3_14590.1,6,Q9UGF5 Q10588,OR14J1 BST1
huMAP3_14591.1,6,Q9BQT8 Q9BV35 Q96DA6,SLC25A21 SLC25A23 DNAJC19
huMAP3_14592.1,6,Q9Y5F1 Q9Y5E3 Q5T197 Q6UVM3,PCDHB12 PCDHB6 DCST1 KCNT2
huMAP3_14593.1,6,Q2TAA8 Q7Z3E2 Q15276,TSNAXIP1 CCDC186 RABEP1
huMAP3_14594.1,6,Q9NPA3 P51668 Q8NGJ2 O00763 Q13085 Q6SA08 Q8N6K7 Q92748,MID1IP1 UBE2D1 OR52H1 ACACB ACACA TSSK4 SAMD3 THRSP
huMAP3_14595.1,6,Q9NQ38 Q92734,SPINK5 TFG
huMAP3_14596.1,6,O43169 Q5SZQ8 Q8N6W0 Q96I24,CYB5B CELF3 CELF5 FUBP3
huMAP3_14597.1,6,Q6P5X5 P19429 P63316 Q8NEV4 Q8WXR4 P20138,C22orf39 TNNI3 TNNC1 MYO3A MYO3B CD33
huMAP3_14598.1,6,Q3SY46 Q7Z3E1 Q9UHV9,KRTAP13-3 TIPARP PFDN2
huMAP3_14599.1,6,Q9P0K9 Q969Z0,FRRS1L TBRG4
huMAP3_14600.1,6,Q9BTP7 Q9H5F2 Q8N2Z9,FAAP24 CFAP68 CENPS
huMAP3_14601.1,6,Q6GQQ9 Q8TE49 Q96G74,OTUD7B OTUD7A OTUD5
huMAP3_14602.1,6,P0DMU9 Q5MIZ7 Q6IN85 Q9NZK7 Q14142 Q5QJ38 Q6NUP7 Q01954,CT45A10 PPP4R3B PPP4R3A PLA2G2E TRIM14 TCHHL1 PPP4R4 BNC1
huMAP3_14603.1,6,Q14964 A6ZKI3 Q7L0J3,RAB39A RTL8C SV2A
huMAP3_14604.1,6,Q9Y5H3 Q9UN75 Q9Y5I0 Q9Y5I1 Q9Y5I2 Q9UBC3 Q9UN72 Q9UN73 Q9UN74 Q9Y5H6 Q9Y5H8 Q9Y5H9 Q9Y5I3 Q9Y6K1 P56279,PCDHGA10 PCDHA12 PCDHA13 PCDHA11 PCDHA10 DNMT3B PCDHA7 PCDHA6 PCDHA4 PCDHA8 PCDHA3 PCDHA2 PCDHA1 DNMT3A TCL1A
huMAP3_14605.1,6,O43809 Q8N684 Q92945 Q96AE4 Q9UK58 Q8WXH2,NUDT21 CPSF7 KHSRP FUBP1 CCNL1 JPH3
huMAP3_14606.1,6,Q8N752 A1A519 Q4V339 Q63HR2 Q99259,CSNK1A1L FAM170A ZNG1F TNS2 GAD1
huMAP3_14607.1,6,Q6NXT1 Q9BXK5 O60504 P42684,ANKRD54 BCL2L13 SORBS3 ABL2
huMAP3_14608.1,6,Q712K3 B2RUY7 P49427 Q2NKJ3 Q86WV5 Q9H668,UBE2R2 VWC2L CDC34 CTC1 TEN1 STN1
huMAP3_14609.1,6,P49788 Q9ULW0,RARRES1 TPX2
huMAP3_14610.1,6,Q5JTZ9 Q99807,AARS2 COQ7
huMAP3_14611.1,6,Q75VX8 Q9H706 Q8NGQ2 P29353 P01178 Q9UM73,GAREM2 GAREM1 OR6Q1 SHC1 OXT ALK
huMAP3_14612.1,6,Q6P656 O75129 P49959 Q92878 O43897 P13497 O60934 P00568,CFAP161 ASTN2 MRE11 RAD50 TLL1 BMP1 NBN AK1
huMAP3_14613.1,6,Q9BVK8 A8MZ36 P28335,TMEM147 EVPLL HTR2C
huMAP3_14614.1,6,A0A1B0GTN4 Q9HAZ2 Q9Y2H0 Q15700 Q92796,DLGAP2 PRDM16 DLGAP4 DLG2 DLG3
huMAP3_14615.1,6,Q8N8A2 Q6NTE8,ANKRD44 MRNIP
huMAP3_14616.1,6,Q8N3H0 P48357 P16870,TAFA2 LEPR CPE
huMAP3_14617.1,6,Q15319 Q9Y3E1,POU4F3 HDGFL3
huMAP3_14618.1,6,Q8N1G4 O15347 P09429 P26583 Q9BZZ5,LRRC47 HMGB3 HMGB1 HMGB2 API5
huMAP3_14619.1,6,Q15398 Q8WWF8,DLGAP5 CAPSL
huMAP3_14620.1,6,Q9H4I8 P13473 Q9BSH5 O43819 P21695 Q29980 Q9NR23,SERHL2 LAMP2 HDHD3 SCO2 GPD1 MICB GDF3
huMAP3_14621.1,6,Q9P0K1 O95970 Q15723,ADAM22 LGI1 ELF2
huMAP3_14622.1,6,O94952 Q5XUX0 Q6P3S6 Q6PIJ6 Q7Z6M2 Q8N461 Q8NEA4 Q8NEZ5 Q8TB52 Q96IG2 Q96ME1 Q9H469 Q9H4M3 O60688 P17643 Q5XUX1 Q7Z6K3 Q8N5M4 Q8NHM5 Q8WUF8 Q969M2 Q96CD0 Q9UJA9 Q9UK97 Q9UKA2 Q9UKC9 Q9UKT5 Q9UKT8 Q9Y2K7 O75618 P13639 P41002 P63208 P98169 Q8NFZ0,FBXO21 FBXO31 FBXO42 FBXO38 FBXO33 FBXL16 FBXO36 FBXO22 FBXO30 FBXL20 FBXL18 FBXL15 FBXO44 YPEL1 TYRP1 FBXW9 PTAR1 TTC9C KDM2B ARB2A GJA10 FBXL8 ENPP5 FBXO9 FBXL4 FBXL2 FBXO4 FBXW2 KDM2A DEDD EEF2 CCNF SKP1 ZXDB FBH1
huMAP3_14623.1,6,Q15042 Q8TEY7 Q9Y2K6,RAB3GAP1 USP33 USP20
huMAP3_14624.1,6,O15143 Q8WUH1 Q92747 Q9BPX5 Q9P1U1 O15144 O15145 O15511 P59998 P61158 P61160 Q9UNQ0 P11233 Q00796,ARPC1B CHURC1 ARPC1A ARPC5L ACTR3B ARPC2 ARPC3 ARPC5 ARPC4 ACTR3 ACTR2 ABCG2 RALA SORD
huMAP3_14625.1,6,Q8WTR2 O75764 P23193 P63241 Q15560 Q6ISU1 Q9Y2S6,DUSP19 TCEA3 TCEA1 EIF5A TCEA2 PTCRA TMA7
huMAP3_14626.1,6,Q3SY46 Q3SXM0 Q86YJ5 Q8IV35 Q96LI9 Q9BW62 Q9H079 O75449 Q5T6F0 Q7Z3E1 Q9BVA0 Q9H019 O14737 O15212 O60925 P57775 Q13237 Q96JK2 Q99471 Q9HBD1 Q9NQP4 Q9NUG6 Q9UHV9 P61758 Q9NYS7,KRTAP13-3 DCAF4L1 MARCHF9 CFAP337 CXorf58 KATNAL1 KATNBL1 KATNA1 DCAF12 TIPARP KATNB1 MTFR1L PDCD5 PFDN6 PFDN1 FBXW4 PRKG2 DCAF5 PFDN5 RC3H2 PFDN4 PDRG1 PFDN2 VBP1 WSB2
huMAP3_14627.1,6,O00168 Q92597 P55344,FXYD1 NDRG1 LIM2
huMAP3_14628.1,6,O94851 Q13093 Q92932 O43147 Q16849,MICAL2 PLA2G7 PTPRN2 SGSM2 PTPRN
huMAP3_14629.1,6,Q9NWH2 P30531 Q9NRM0,TMEM242 SLC6A1 SLC2A9
huMAP3_14630.1,6,Q96PV7 Q9UDY6 Q13613,FAM193B TRIM10 MTMR1
huMAP3_14631.1,6,Q9BQ08 O96014,RETNLB WNT11
huMAP3_14632.1,6,P0CI25 Q13309,TRIM49 SKP2
huMAP3_14633.1,6,Q9GZX9 P12644 P48357 Q9NYY1 P41159,TWSG1 BMP4 LEPR IL20 LEP
huMAP3_14634.1,6,Q14592 Q9BRH9,ZNF460 ZNF251
huMAP3_14635.1,6,P57060 P04406 Q92686 Q96HD9,RWDD2B GAPDH NRGN ACY3
huMAP3_14636.1,6,Q96EK6 Q86WR0 O95221 P07148 Q6PIZ9,GNPNAT1 CCDC25 OR5F1 FABP1 TRAT1
huMAP3_14637.1,6,O95747 Q8IUW5 Q8NC24 Q99735 Q9UEW8,OXSR1 RELL1 RELL2 MGST2 STK39
huMAP3_14638.1,6,Q86WQ0 Q9HCM2 O75113 P12081 Q96LD1,NR2C2AP PLXNA4 N4BP1 HARS1 SGCZ
huMAP3_14639.1,6,O60330 Q9Y5H3 Q9Y5E9 Q9Y5F8 Q9Y5G4 Q9Y5G5 Q9Y5G6 Q9Y5G8 Q9Y5G9 Q9Y5H0 Q9Y5I1 Q9Y5I4 Q9Y5H5 Q14766 Q9NZP6,PCDHGA12 PCDHGA10 PCDHB14 PCDHGB7 PCDHGA9 PCDHGA8 PCDHGA7 PCDHGA5 PCDHGA4 PCDHGA3 PCDHA11 PCDHAC2 PCDHA9 LTBP1 NPAP1
huMAP3_14640.1,6,Q9H0F6 O75132 Q5T7V8 Q5U5Q3 Q8N3R3 Q96EP0 Q9BYM8 P07098 P25791 Q5VXI9 Q8NFU5 Q9Y6V0 Q10571,SHARPIN ZBED4 GORAB MEX3C TCAIM RNF31 RBCK1 LIPF LMO2 LIPN IPMK PCLO MN1
huMAP3_14641.1,6,Q567V2 Q5UCC4 O43402 Q13061 Q15006 Q5J8M3 Q9BV81 Q9HCJ1 Q9NPA0 Q9P0I2 Q9Y3B6,MPV17L2 EMC10 EMC8 TRDN EMC2 EMC4 EMC6 ANKH EMC7 EMC3 EMC9
huMAP3_14642.1,6,Q86V42 A6XGL0 Q9H0A6 Q8NFP9 Q7Z3Z2,FAM124A YJEFN3 RNF32 NBEA RD3
huMAP3_14643.1,6,P55017 Q9UQR1 Q14005,SLC12A3 ZNF148 IL16
huMAP3_14644.1,6,P67812 Q9BY50 Q9UKF2 Q04844 Q15005 Q2M3T9 Q6DKI7 Q9BZR6 Q9NP99 Q9Y6A9 O15146 P05186 Q9Y6F9,SEC11A SEC11C ADAM30 CHRNE SPCS2 HYAL4 PVRIG RTN4R TREM1 SPCS1 MUSK ALPL WNT6
huMAP3_14645.1,6,O96009 O14773,NAPSA TPP1
huMAP3_14646.1,6,Q5TAT6 Q9UMD9 P02462 P05997 P12111 P29400 P53420 Q6ISS4 Q9BTP6,COL13A1 COL17A1 COL4A1 COL5A2 COL6A3 COL4A5 COL4A4 LAIR2 ZBED2
huMAP3_14647.1,6,O75911 P80162 Q8TAD7,DHRS3 CXCL6 OCC1
huMAP3_14648.1,6,P52594 P16930,AGFG1 FAH
huMAP3_14650.1,6,Q9NSA3 O60716 P24278 P35221 P35222 Q49AM1 Q9UI47 O00192 O15169 P04150 P55287 P55289 Q5JTC6 Q86UP0 Q8N141 Q9P2G4 Q9Y6N8 P19022 P55283 P55286 P25054 P10275,CTNNBIP1 CTNND1 ZBTB25 CTNNA1 CTNNB1 MTERF2 CTNNA3 ARVCF AXIN1 NR3C1 CDH11 CDH12 AMER1 CDH24 ZFP82 MAP10 CDH10 CDH2 CDH4 CDH8 APC AR
huMAP3_14651.1,6,O94811 Q8IYA8 Q9UKL6,TPPP IHO1 PCTP
huMAP3_14652.1,6,O43463 O60732 Q9H0I2,SUV39H1 MAGEC1 ENKD1
huMAP3_14653.1,6,Q969Q6 Q99969 Q86YA3 Q96LK0,PPP2R3C RARRES2 ZGRF1 CEP19
huMAP3_14654.1,6,O95396 O95433 Q14653 Q96JE9,MOCS3 AHSA1 IRF3 MAP6
huMAP3_14655.1,6,Q0D2I5 A1L4K1,IFFO1 FSD2
huMAP3_14656.1,6,P08697 P31941 Q16875 Q687X5 Q6BCY4 Q86UK0 Q86WV6 Q96JY6 Q9BQL6 Q9BQR3 P36980 P39900 P46439 Q03591 P02760 Q16719 P00748 P05156 P07357 P07360 P13671,SERPINF2 APOBEC3A PFKFB3 STEAP4 CYB5R2 ABCA12 STING1 PDLIM2 FERMT1 PRSS27 CFHR2 MMP12 GSTM5 CFHR1 AMBP KYNU F12 CFI C8A C8G C6
huMAP3_14657.1,6,Q9NS26 Q9NS25 O95340 Q9BXN6,SPANXA1;SPANXA2 SPANXB1 PAPSS2 SPANXD
